customer_id,customer_name,email,phone,city,registration_date,customer_segment
CUST_0061,Customer 61,customer61@email.com,0827758595,Semarang,2024-08-15,Regular
CUST_0062,Customer 62,customer62@email.com,0842614537,Medan,2024-11-10,Premium
CUST_0063,Customer 63,customer63@email.com,0822660194,Jakarta,2024-07-04,Regular
CUST_0064,Customer 64,customer64@email.com,0857553014,Medan,2024-11-08,Regular
CUST_0065,Customer 65,customer65@email.com,0817270733,Jakarta,2025-05-06,Regular
CUST_0066,Customer 66,customer66@email.com,0855540424,Jakarta,2025-01-30,Premium
CUST_0067,Customer 67,customer67@email.com,0835529407,Semarang,2024-10-20,Premium
CUST_0068,Customer 68,customer68@email.com,0866623995,Surabaya,2025-01-15,Regular
CUST_0069,Customer 69,customer69@email.com,0843528453,Jakarta,2024-10-23,Bronze
CUST_0070,Customer 70,customer70@email.com,0823141087,Jakarta,2024-07-08,Bronze
CUST_0071,Customer 71,customer71@email.com,0811980765,Jakarta,2025-02-05,Premium
CUST_0072,Customer 72,customer72@email.com,0864547971,Medan,2024-10-03,Premium
CUST_0073,Customer 73,customer73@email.com,0863826716,Jakarta,2025-03-14,Regular
CUST_0074,Customer 74,customer74@email.com,0810289289,Medan,2025-01-22,Regular
CUST_0075,Customer 75,customer75@email.com,0848285503,Medan,2024-06-15,Bronze
CUST_0076,Customer 76,customer76@email.com,0884593961,Medan,2025-03-19,Premium
CUST_0077,Customer 77,customer77@email.com,0849823450,Surabaya,2025-05-08,Bronze
CUST_0078,Customer 78,customer78@email.com,0882772208,Jakarta,2024-12-28,Premium
CUST_0079,Customer 79,customer79@email.com,0816729990,Semarang,2024-10-05,Bronze
CUST_0080,Customer 80,customer80@email.com,0881286543,Surabaya,2025-05-08,Bronze
CUST_0081,Customer 81,customer81@email.com,0820752378,Surabaya,2025-05-02,Bronze
CUST_0082,Customer 82,customer82@email.com,0819121552,Surabaya,2024-11-12,Premium
CUST_0083,Customer 83,customer83@email.com,0886460539,Surabaya,2024-08-14,Bronze
CUST_0084,Customer 84,customer84@email.com,0815334035,Semarang,2025-04-26,Regular
CUST_0085,Customer 85,customer85@email.com,0898231132,Semarang,2024-08-21,Bronze
CUST_0086,Customer 86,customer86@email.com,0852462441,Bandung,2025-02-22,Bronze
CUST_0087,Customer 87,customer87@email.com,0852169044,Surabaya,2025-01-22,Regular
CUST_0088,Customer 88,customer88@email.com,0827566185,Bandung,2024-10-15,Regular
CUST_0089,Customer 89,customer89@email.com,0819736572,Jakarta,2024-10-15,Bronze
CUST_0090,Customer 90,customer90@email.com,0885563727,Jakarta,2025-04-30,Bronze
CUST_0091,Customer 91,customer91@email.com,0838609087,Semarang,2025-01-22,Premium
CUST_0092,Customer 92,customer92@email.com,0856843172,Jakarta,2025-02-01,Regular
CUST_0093,Customer 93,customer93@email.com,0848250360,Surabaya,2024-10-25,Bronze
CUST_0094,Customer 94,customer94@email.com,0850603163,Semarang,2024-07-07,Bronze
CUST_0095,Customer 95,customer95@email.com,0811049999,Semarang,2025-01-04,Bronze
CUST_0096,Customer 96,customer96@email.com,0823903144,Surabaya,2025-01-22,Premium
CUST_0097,Customer 97,customer97@email.com,0824366125,Semarang,2025-03-19,Regular
CUST_0098,Customer 98,customer98@email.com,0847816686,Semarang,2025-02-19,Bronze
CUST_0099,Customer 99,customer99@email.com,0856020613,Surabaya,2024-06-20,Bronze
CUST_0100,Customer 100,customer100@email.com,0845431319,Semarang,2024-09-29,Regular
CUST_0101,Customer 101,customer101@email.com,0816818112,Jakarta,2024-07-17,Regular
CUST_0102,Customer 102,customer102@email.com,0847135391,Jakarta,2025-06-05,Regular
CUST_0103,Customer 103,customer103@email.com,0827558317,Bandung,2025-03-16,Bronze
CUST_0104,Customer 104,customer104@email.com,0869302158,Semarang,2024-06-10,Regular
CUST_0105,Customer 105,customer105@email.com,0885283645,Jakarta,2025-04-10,Premium
CUST_0106,Customer 106,customer106@email.com,0830005727,Semarang,2025-05-19,Regular
CUST_0107,Customer 107,customer107@email.com,0888183110,Semarang,2025-03-23,Regular
CUST_0108,Customer 108,customer108@email.com,0827105448,Jakarta,2024-12-31,Regular
CUST_0109,Customer 109,customer109@email.com,0815354599,Bandung,2025-02-19,Bronze
CUST_0110,Customer 110,customer110@email.com,0843491314,Jakarta,2024-12-07,Bronze
CUST_0111,Customer 111,customer111@email.com,0864543049,Semarang,2025-03-19,Premium
CUST_0112,Customer 112,customer112@email.com,0831810617,Surabaya,2024-11-07,Premium
CUST_0113,Customer 113,customer113@email.com,0834073380,Bandung,2024-11-08,Bronze
CUST_0114,Customer 114,customer114@email.com,0843308443,Bandung,2025-03-17,Bronze
CUST_0115,Customer 115,customer115@email.com,0824508349,Medan,2025-05-18,Regular
CUST_0116,Customer 116,customer116@email.com,0839854548,Surabaya,2024-10-14,Regular
CUST_0117,Customer 117,customer117@email.com,0850962024,Surabaya,2025-02-12,Premium
CUST_0118,Customer 118,customer118@email.com,0898588154,Surabaya,2024-11-14,Regular
CUST_0119,Customer 119,customer119@email.com,0847393469,Jakarta,2025-01-15,Regular
CUST_0120,Customer 120,customer120@email.com,0896098221,Semarang,2024-11-14,Bronze
CUST_0121,Customer 121,customer121@email.com,0881969657,Bandung,2025-05-23,Premium
CUST_0122,Customer 122,customer122@email.com,0845059710,Surabaya,2024-08-13,Regular
CUST_0123,Customer 123,customer123@email.com,0815134794,Jakarta,2024-08-05,Regular
CUST_0124,Customer 124,customer124@email.com,0856397338,Bandung,2024-10-26,Bronze
CUST_0125,Customer 125,customer125@email.com,0878642041,Jakarta,2024-11-21,Bronze
CUST_0126,Customer 126,customer126@email.com,0835511941,Bandung,2025-05-15,Bronze
CUST_0127,Customer 127,customer127@email.com,0868526649,Jakarta,2024-09-13,Bronze
CUST_0128,Customer 128,customer128@email.com,0836445607,Bandung,2024-10-29,Premium
CUST_0129,Customer 129,customer129@email.com,0899152472,Bandung,2024-07-22,Regular
CUST_0130,Customer 130,customer130@email.com,0899038359,Jakarta,2025-01-04,Bronze
CUST_0131,Customer 131,customer131@email.com,0851511484,Medan,2024-12-21,Regular
CUST_0132,Customer 132,customer132@email.com,0849682169,Semarang,2025-04-02,Premium
CUST_0133,Customer 133,customer133@email.com,0866431351,Medan,2024-06-25,Bronze
CUST_0134,Customer 134,customer134@email.com,0833357554,Semarang,2024-08-19,Regular
CUST_0135,Customer 135,customer135@email.com,0864502486,Semarang,2025-06-06,Regular
CUST_0136,Customer 136,customer136@email.com,0848508907,Surabaya,2024-10-29,Bronze
CUST_0137,Customer 137,customer137@email.com,0891424737,Bandung,2024-10-11,Regular
CUST_0138,Customer 138,customer138@email.com,0869345683,Surabaya,2024-09-18,Regular
CUST_0139,Customer 139,customer139@email.com,0832775593,Jakarta,2025-01-12,Bronze
CUST_0140,Customer 140,customer140@email.com,0899100953,Semarang,2024-12-17,Premium
CUST_0141,Customer 141,customer141@email.com,0841523529,Bandung,2025-02-11,Premium
CUST_0142,Customer 142,customer142@email.com,0829777514,Jakarta,2025-05-14,Premium
CUST_0143,Customer 143,customer143@email.com,0873771720,Semarang,2025-04-30,Regular
CUST_0144,Customer 144,customer144@email.com,0865625330,Semarang,2025-02-27,Bronze
CUST_0145,Customer 145,customer145@email.com,0861536717,Medan,2024-11-14,Premium
CUST_0146,Customer 146,customer146@email.com,0829806690,Jakarta,2025-04-13,Regular
CUST_0147,Customer 147,customer147@email.com,0839372360,Surabaya,2024-06-15,Bronze
CUST_0148,Customer 148,customer148@email.com,0872350830,Jakarta,2024-08-25,Premium
CUST_0149,Customer 149,customer149@email.com,0826288475,Medan,2025-03-30,Regular
CUST_0150,Customer 150,customer150@email.com,0899600766,Semarang,2024-08-24,Bronze
CUST_0151,Customer 151,customer151@email.com,0852587010,Medan,2024-07-28,Bronze
CUST_0152,Customer 152,customer152@email.com,0877750178,Medan,2024-08-30,Regular
CUST_0153,Customer 153,customer153@email.com,0831361812,Medan,2024-10-19,Regular
CUST_0154,Customer 154,customer154@email.com,0843183955,Bandung,2024-09-13,Regular
CUST_0155,Customer 155,customer155@email.com,0894120751,Surabaya,2025-01-17,Regular
CUST_0156,Customer 156,customer156@email.com,0820399639,Bandung,2025-02-06,Regular
CUST_0157,Customer 157,customer157@email.com,0855076693,Bandung,2024-09-03,Premium
CUST_0158,Customer 158,customer158@email.com,0828572252,Surabaya,2025-02-08,Regular
CUST_0159,Customer 159,customer159@email.com,0830509175,Surabaya,2025-05-05,Regular
CUST_0160,Customer 160,customer160@email.com,0864707061,Bandung,2024-09-02,Regular
CUST_0161,Customer 161,customer161@email.com,0865804273,Jakarta,2025-02-21,Regular
CUST_0162,Customer 162,customer162@email.com,0862274692,Semarang,2024-06-15,Premium
CUST_0163,Customer 163,customer163@email.com,0887267850,Medan,2024-10-05,Premium
CUST_0164,Customer 164,customer164@email.com,0857212267,Bandung,2024-11-19,Regular
CUST_0165,Customer 165,customer165@email.com,0882238741,Semarang,2024-08-02,Premium
CUST_0166,Customer 166,customer166@email.com,0875529051,Surabaya,2025-01-18,Regular
CUST_0167,Customer 167,customer167@email.com,0875181765,Jakarta,2024-11-19,Regular
CUST_0168,Customer 168,customer168@email.com,0899774697,Medan,2025-03-14,Regular
CUST_0169,Customer 169,customer169@email.com,0827129912,Semarang,2024-09-06,Premium
CUST_0170,Customer 170,customer170@email.com,0862884503,Semarang,2024-08-22,Bronze
CUST_0171,Customer 171,customer171@email.com,0813637575,Jakarta,2024-07-12,Regular
CUST_0172,Customer 172,customer172@email.com,0828213276,Medan,2025-03-05,Premium
CUST_0173,Customer 173,customer173@email.com,0844917589,Medan,2024-12-21,Premium
CUST_0174,Customer 174,customer174@email.com,0871028710,Bandung,2024-12-16,Regular
CUST_0175,Customer 175,customer175@email.com,0847346970,Medan,2025-01-28,Premium
CUST_0176,Customer 176,customer176@email.com,0873123515,Jakarta,2024-09-03,Premium
CUST_0177,Customer 177,customer177@email.com,0856970882,Surabaya,2024-07-09,Premium
CUST_0178,Customer 178,customer178@email.com,0897477029,Jakarta,2025-05-22,Premium
CUST_0179,Customer 179,customer179@email.com,0836757737,Jakarta,2024-07-23,Premium
CUST_0180,Customer 180,customer180@email.com,0842016960,Surabaya,2024-10-07,Bronze
CUST_0181,Customer 181,customer181@email.com,0825353091,Semarang,2025-02-15,Regular
CUST_0182,Customer 182,customer182@email.com,0844392446,Bandung,2025-03-13,Bronze
CUST_0183,Customer 183,customer183@email.com,0891503378,Jakarta,2025-03-15,Regular
CUST_0184,Customer 184,customer184@email.com,0824508768,Semarang,2025-05-24,Regular
CUST_0185,Customer 185,customer185@email.com,0887282128,Medan,2024-11-15,Bronze
CUST_0186,Customer 186,customer186@email.com,0836619372,Jakarta,2024-08-07,Bronze
CUST_0187,Customer 187,customer187@email.com,0894187049,Surabaya,2025-04-15,Bronze
CUST_0188,Customer 188,customer188@email.com,0850477742,Semarang,2025-04-06,Bronze
CUST_0189,Customer 189,customer189@email.com,0815512205,Bandung,2024-09-07,Regular
CUST_0190,Customer 190,customer190@email.com,0898787891,Bandung,2025-05-02,Bronze
CUST_0191,Customer 191,customer191@email.com,0896911784,Bandung,2025-05-31,Regular
CUST_0192,Customer 192,customer192@email.com,0875793759,Jakarta,2024-10-28,Regular
CUST_0193,Customer 193,customer193@email.com,0895306788,Medan,2024-06-09,Premium
CUST_0194,Customer 194,customer194@email.com,0868450095,Surabaya,2024-09-12,Bronze
CUST_0195,Customer 195,customer195@email.com,0846249845,Semarang,2024-09-04,Regular
CUST_0196,Customer 196,customer196@email.com,0872394301,Medan,2024-08-07,Regular
CUST_0197,Customer 197,customer197@email.com,0853258988,Surabaya,2025-04-23,Regular
CUST_0198,Customer 198,customer198@email.com,0870505620,Surabaya,2024-10-12,Bronze
CUST_0199,Customer 199,customer199@email.com,0891917334,Medan,2024-12-16,Premium
CUST_0200,Customer 200,customer200@email.com,0876344695,Bandung,2025-03-05,Regular
CUST_0201,Customer 201,customer201@email.com,0838470244,Bandung,2025-01-25,Regular
CUST_0202,Customer 202,customer202@email.com,0847535126,Semarang,2024-06-12,Regular
CUST_0203,Customer 203,customer203@email.com,0884597009,Jakarta,2024-09-15,Premium
CUST_0204,Customer 204,customer204@email.com,0821490777,Surabaya,2024-11-10,Regular
CUST_0205,Customer 205,customer205@email.com,0884514489,Surabaya,2024-06-18,Regular
CUST_0206,Customer 206,customer206@email.com,0896691619,Medan,2024-10-20,Premium
CUST_0207,Customer 207,customer207@email.com,0822489409,Bandung,2025-02-13,Regular
CUST_0208,Customer 208,customer208@email.com,0842655866,Bandung,2024-07-02,Bronze
CUST_0209,Customer 209,customer209@email.com,0859529086,Medan,2024-08-27,Bronze
CUST_0210,Customer 210,customer210@email.com,0856138336,Medan,2024-08-29,Regular
CUST_0211,Customer 211,customer211@email.com,0857219209,Medan,2025-01-19,Regular
CUST_0212,Customer 212,customer212@email.com,0843742830,Surabaya,2025-04-06,Bronze
CUST_0213,Customer 213,customer213@email.com,0835848226,Bandung,2025-04-06,Bronze
CUST_0214,Customer 214,customer214@email.com,0881922443,Surabaya,2025-02-28,Premium
CUST_0215,Customer 215,customer215@email.com,0874988034,Bandung,2024-08-09,Bronze
CUST_0216,Customer 216,customer216@email.com,0890099897,Bandung,2025-04-16,Premium
CUST_0217,Customer 217,customer217@email.com,0849761527,Surabaya,2024-12-04,Premium
CUST_0218,Customer 218,customer218@email.com,0850569669,Jakarta,2024-06-09,Bronze
CUST_0219,Customer 219,customer219@email.com,0826989677,Bandung,2025-05-14,Premium
CUST_0220,Customer 220,customer220@email.com,0884270583,Bandung,2024-06-14,Premium
CUST_0221,Customer 221,customer221@email.com,0895613415,Medan,2025-04-15,Premium
CUST_0222,Customer 222,customer222@email.com,0887049595,Bandung,2024-10-09,Regular
CUST_0223,Customer 223,customer223@email.com,0869118721,Bandung,2025-03-04,Premium
CUST_0224,Customer 224,customer224@email.com,0843887075,Medan,2025-04-09,Premium
CUST_0225,Customer 225,customer225@email.com,0863782042,Medan,2025-04-30,Bronze
CUST_0226,Customer 226,customer226@email.com,0894482772,Jakarta,2025-03-21,Premium
CUST_0227,Customer 227,customer227@email.com,0885543051,Bandung,2025-04-24,Premium
CUST_0228,Customer 228,customer228@email.com,0825898299,Semarang,2024-11-05,Bronze
CUST_0229,Customer 229,customer229@email.com,0890010790,Semarang,2025-02-11,Bronze
CUST_0230,Customer 230,customer230@email.com,0861053474,Medan,2024-10-23,Regular
CUST_0231,Customer 231,customer231@email.com,0888990506,Medan,2025-01-01,Bronze
CUST_0232,Customer 232,customer232@email.com,0893352876,Jakarta,2024-07-29,Bronze
CUST_0233,Customer 233,customer233@email.com,0823318904,Surabaya,2024-07-21,Premium
CUST_0234,Customer 234,customer234@email.com,0845520201,Jakarta,2025-03-18,Premium
CUST_0235,Customer 235,customer235@email.com,0833328859,Semarang,2025-04-29,Premium
CUST_0236,Customer 236,customer236@email.com,0810359129,Medan,2024-10-19,Bronze
CUST_0237,Customer 237,customer237@email.com,0889699989,Medan,2025-01-08,Premium
CUST_0238,Customer 238,customer238@email.com,0841068214,Bandung,2024-06-10,Regular
CUST_0239,Customer 239,customer239@email.com,0870939053,Jakarta,2024-06-20,Premium
CUST_0240,Customer 240,customer240@email.com,0845507920,Semarang,2024-07-03,Premium
CUST_0241,Customer 241,customer241@email.com,0867061186,Jakarta,2024-09-01,Premium
CUST_0242,Customer 242,customer242@email.com,0896924061,Surabaya,2025-01-21,Premium
CUST_0243,Customer 243,customer243@email.com,0819584466,Jakarta,2025-03-14,Regular
CUST_0244,Customer 244,customer244@email.com,0889865458,Semarang,2025-01-10,Regular
CUST_0245,Customer 245,customer245@email.com,0826690465,Medan,2024-06-19,Regular
CUST_0246,Customer 246,customer246@email.com,0864023778,Bandung,2024-09-23,Bronze
CUST_0247,Customer 247,customer247@email.com,0876276072,Medan,2025-04-26,Bronze
CUST_0248,Customer 248,customer248@email.com,0815350023,Medan,2024-12-23,Bronze
CUST_0249,Customer 249,customer249@email.com,0843603811,Jakarta,2025-04-21,Premium
CUST_0250,Customer 250,customer250@email.com,0887201917,Semarang,2025-05-27,Bronze
CUST_0251,Customer 251,customer251@email.com,0846173157,Semarang,2025-05-17,Premium
CUST_0252,Customer 252,customer252@email.com,0873149551,Semarang,2024-07-08,Regular
CUST_0253,Customer 253,customer253@email.com,0847333543,Surabaya,2024-08-11,Regular
CUST_0254,Customer 254,customer254@email.com,0895199362,Medan,2025-04-21,Regular
CUST_0255,Customer 255,customer255@email.com,0856702542,Medan,2024-12-18,Regular
CUST_0256,Customer 256,customer256@email.com,0899943797,Jakarta,2025-03-16,Regular
CUST_0257,Customer 257,customer257@email.com,0865250068,Medan,2025-01-10,Bronze
CUST_0258,Customer 258,customer258@email.com,0863747791,Semarang,2025-05-19,Regular
CUST_0259,Customer 259,customer259@email.com,0821819185,Bandung,2025-01-28,Regular
CUST_0260,Customer 260,customer260@email.com,0825558733,Medan,2024-09-16,Premium
CUST_0261,Customer 261,customer261@email.com,0898269682,Semarang,2024-10-13,Regular
CUST_0262,Customer 262,customer262@email.com,0817275149,Surabaya,2024-09-14,Regular
CUST_0263,Customer 263,customer263@email.com,0893568503,Medan,2024-07-21,Regular
CUST_0264,Customer 264,customer264@email.com,0816927215,Surabaya,2025-01-21,Bronze
CUST_0265,Customer 265,customer265@email.com,0827584297,Bandung,2024-10-25,Bronze
CUST_0266,Customer 266,customer266@email.com,0875056916,Jakarta,2025-05-23,Bronze
CUST_0267,Customer 267,customer267@email.com,0891721371,Surabaya,2024-06-08,Premium
CUST_0268,Customer 268,customer268@email.com,0851708177,Semarang,2025-05-30,Bronze
CUST_0269,Customer 269,customer269@email.com,0864759583,Jakarta,2025-02-11,Premium
CUST_0270,Customer 270,customer270@email.com,0871934487,Jakarta,2024-07-10,Premium
CUST_0271,Customer 271,customer271@email.com,0876890827,Bandung,2024-09-19,Bronze
CUST_0272,Customer 272,customer272@email.com,0846698468,Medan,2024-10-02,Regular
CUST_0273,Customer 273,customer273@email.com,0842713008,Medan,2024-08-28,Premium
CUST_0274,Customer 274,customer274@email.com,0861484043,Surabaya,2024-08-04,Bronze
CUST_0275,Customer 275,customer275@email.com,0828321839,Jakarta,2025-01-16,Regular
CUST_0276,Customer 276,customer276@email.com,0855617282,Semarang,2025-01-21,Premium
CUST_0277,Customer 277,customer277@email.com,0847962005,Bandung,2024-08-10,Bronze
CUST_0278,Customer 278,customer278@email.com,0898575748,Medan,2025-03-22,Regular
CUST_0279,Customer 279,customer279@email.com,0882287061,Medan,2024-12-12,Regular
CUST_0280,Customer 280,customer280@email.com,0884077101,Semarang,2024-11-25,Regular
CUST_0281,Customer 281,customer281@email.com,0853188224,Surabaya,2024-06-14,Premium
CUST_0282,Customer 282,customer282@email.com,0886745380,Medan,2025-02-07,Regular
CUST_0283,Customer 283,customer283@email.com,0815858241,Bandung,2024-10-07,Bronze
CUST_0284,Customer 284,customer284@email.com,0861167978,Medan,2024-07-02,Bronze
CUST_0285,Customer 285,customer285@email.com,0830415230,Medan,2025-05-19,Premium
CUST_0286,Customer 286,customer286@email.com,0877416376,Semarang,2024-12-19,Premium
CUST_0287,Customer 287,customer287@email.com,0869096899,Jakarta,2024-09-10,Regular
CUST_0288,Customer 288,customer288@email.com,0812059919,Surabaya,2024-11-09,Bronze
CUST_0289,Customer 289,customer289@email.com,0830718012,Jakarta,2024-10-09,Regular
CUST_0290,Customer 290,customer290@email.com,0855440919,Semarang,2024-06-17,Regular
CUST_0291,Customer 291,customer291@email.com,0897219599,Jakarta,2024-12-20,Bronze
CUST_0292,Customer 292,customer292@email.com,0881621574,Medan,2024-12-26,Bronze
CUST_0293,Customer 293,customer293@email.com,0875491202,Semarang,2025-05-19,Bronze
CUST_0294,Customer 294,customer294@email.com,0819183277,Surabaya,2024-07-18,Bronze
CUST_0295,Customer 295,customer295@email.com,0848571356,Surabaya,2025-04-21,Regular
CUST_0296,Customer 296,customer296@email.com,0823212812,Jakarta,2024-10-22,Premium
CUST_0297,Customer 297,customer297@email.com,0850193656,Jakarta,2025-05-14,Regular
CUST_0298,Customer 298,customer298@email.com,0817532195,Bandung,2024-12-05,Regular
CUST_0299,Customer 299,customer299@email.com,0867805802,Surabaya,2025-02-01,Bronze
CUST_0300,Customer 300,customer300@email.com,0865304649,Semarang,2024-06-22,Premium
CUST_0301,Customer 301,customer301@email.com,0832814819,Surabaya,2025-04-27,Bronze
CUST_0302,Customer 302,customer302@email.com,0861344226,Semarang,2024-06-22,Premium
CUST_0303,Customer 303,customer303@email.com,0876795767,Semarang,2025-03-25,Premium
CUST_0304,Customer 304,customer304@email.com,0871894493,Bandung,2024-10-14,Regular
CUST_0305,Customer 305,customer305@email.com,0899501846,Jakarta,2024-10-11,Regular
CUST_0306,Customer 306,customer306@email.com,0883363160,Surabaya,2025-04-30,Regular
CUST_0307,Customer 307,customer307@email.com,0856381032,Semarang,2025-01-04,Bronze
CUST_0308,Customer 308,customer308@email.com,0866949781,Bandung,2024-10-16,Regular
CUST_0309,Customer 309,customer309@email.com,0836738452,Medan,2024-10-02,Premium
CUST_0310,Customer 310,customer310@email.com,0841837210,Medan,2024-08-18,Regular
CUST_0311,Customer 311,customer311@email.com,0887149951,Bandung,2024-06-13,Regular
CUST_0312,Customer 312,customer312@email.com,0812944682,Medan,2025-01-17,Premium
CUST_0313,Customer 313,customer313@email.com,0885957706,Jakarta,2024-07-31,Bronze
CUST_0314,Customer 314,customer314@email.com,0876669607,Bandung,2025-02-09,Bronze
CUST_0315,Customer 315,customer315@email.com,0857287718,Surabaya,2024-07-16,Premium
CUST_0316,Customer 316,customer316@email.com,0893334601,Bandung,2024-06-24,Bronze
CUST_0317,Customer 317,customer317@email.com,0898473848,Surabaya,2024-07-20,Premium
CUST_0318,Customer 318,customer318@email.com,0894216001,Jakarta,2024-12-30,Regular
CUST_0319,Customer 319,customer319@email.com,0814478111,Semarang,2024-12-02,Bronze
CUST_0320,Customer 320,customer320@email.com,0827637794,Jakarta,2025-01-06,Regular
CUST_0321,Customer 321,customer321@email.com,0865767881,Surabaya,2025-02-24,Premium
CUST_0322,Customer 322,customer322@email.com,0882398083,Bandung,2024-09-08,Bronze
CUST_0323,Customer 323,customer323@email.com,0846578001,Surabaya,2025-01-26,Regular
CUST_0324,Customer 324,customer324@email.com,0849613214,Bandung,2025-04-09,Regular
CUST_0325,Customer 325,customer325@email.com,0820106509,Surabaya,2025-02-11,Bronze
CUST_0326,Customer 326,customer326@email.com,0863339667,Semarang,2024-12-01,Premium
CUST_0327,Customer 327,customer327@email.com,0862958901,Jakarta,2025-01-22,Bronze
